Brand,Spec_Score,Model_Name,Series,Price,Price_Range,Utility,Processor_Brand,Core Configuration,Clock-speed,OS Type,RAM Type,Ram_Capacity(GB),Graphics_Brand,Display Size (Inches),Resolution Width,Resolution Height,PPI,Aspect Ratio,Weight(kg),Touchscreen,Screen_Protection,Colour(s),Outlier_Flag,Original_Brand
Acer,6.4,predator helios 300 ph31554,predator,129990.0,Luxury,Gaming,Intel,Octa Core,4.8,Windows,DDR4,16,NVIDIA,15.6,2560,1440,188.28,1.78,2.3,No,No,Black,0,Acer
Other,7.0,notebook pro 120,notebook,77752.0,Mid-Range,Ultrabook,Intel,Hexa Core,2.0,Windows,LPDDR5,16,Intel,14.0,2560,1600,215.63,1.6,1.4,No,No,Silver,0,Xiaomi
Other,7.2,ch intel evo 4zr1h03553,ch,69990.0,Mid-Range,Ultrabook,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,13.3,1920,1080,165.63,1.78,1.0,No,Yes,Brown,0,Fujitsu
Other,7.2,ch intel evo 4zr1h03552,ch,73990.0,Mid-Range,Ultrabook,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,13.3,1920,1080,165.63,1.78,1.1,No,No,Grey,0,Fujitsu
Asus,8.1,vivobook pro 15 m6500qc,vivobook,65990.0,Mid-Range,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.8,No,No,Blue,0,Asus
Asus,4.5,vivobook 15 x515ja,vivobook,49999.0,Economy,Everyday Use,Intel,Quad Core,1.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Silver,0,Asus
Dell,5.0,vostro 14 3400,vostro,39275.0,Economy,Everyday Use,Intel,Dual Core,4.0,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.59,No,No,Dune,0,Dell
Other,7.0,notebook pro 120g,notebook,84104.0,Mid-Range,Ultrabook,Intel,Hexa Core,2.0,Windows,LPDDR5,16,NVIDIA,14.0,2560,1600,215.63,1.6,1.4,No,No,Silver,0,Xiaomi
Asus,3.6,vivobook 14 x1404za,vivobook,34990.0,Economy,Everyday Use,Intel,Hexa Core,1.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Blue,0,Asus
Lenovo,7.4,ideapad slim 3 15amn8,ideapad,45990.0,Economy,Everyday Use,AMD,Quad Core,2.8,Windows,LPDDR5,16,AMD,15.6,1920,1080,141.21,1.78,1.62,No,Yes,Grey,0,Lenovo
Asus,3.6,vivobook 14 x1404za,vivobook,40990.0,Economy,Everyday Use,Intel,Hexa Core,1.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Silver,0,Asus
Lenovo,7.2,ideapad slim 5 15itl05,ideapad,58700.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.66,No,No,Grey,0,Lenovo
Microsoft,8.2,surface pro,surface,147400.0,Luxury,Everyday Use,Intel,Dual Core,2.5,Windows,DDR3,16,Intel,12.3,2736,1824,267.34,1.5,0.78,Yes,No,Silver,0,Microsoft
Asus,8.4,tuf gaming f17 fx777zc,tuf,79800.0,Mid-Range,Everyday Use,Intel,Hexa Core,4.7,Windows,DDR5,16,NVIDIA,17.3,1920,1080,127.34,1.78,2.6,No,Yes,Grey,0,Asus
Lenovo,7.2,ideapad 5 14itl05,ideapad,62490.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.65,No,Yes,Grey,0,Lenovo
Lenovo,7.6,ideapad slim 5,ideapad,58990.0,Economy,Everyday Use,Intel,Deca Core,3.3,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.85,No,Yes,Grey,0,Lenovo
Asus,5.4,tuf gaming f15 fx506hc,tuf,64299.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.7,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,No,Black,0,Asus
Asus,9.4,rog strix g17 g713rc,rog,98999.0,Premium,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,NVIDIA,17.3,1920,1080,127.34,1.78,2.5,No,No,Volt Green,0,Asus
Lenovo,6.6,thinkpad e14,thinkpad,69999.0,Mid-Range,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.59,No,Yes,Black,0,Lenovo
HP,8.7,15fd0024tu,15fd0024tu,86900.0,Mid-Range,Everyday Use,Intel,Deca Core,3.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.6,No,Yes,Silver,0,HP
Asus,3.6,vivobook 14 x415ja,vivobook,31390.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR4,8,Intel,14.1,1366,768,111.14,1.78,1.6,No,Yes,Grey,0,Asus
Dell,4.4,inspiron 15 3525,inspiron,38250.0,Economy,Everyday Use,AMD,Quad Core,2.7,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.68,No,No,Black,0,Dell
Lenovo,3.5,v15 itl g2,v15,32990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,4,Intel,15.0,1920,1080,146.86,1.78,1.7,No,Yes,Black,0,Lenovo
Dell,4.6,inspiron 15,inspiron,69490.0,Mid-Range,Everyday Use,Intel,Quad Core,1.3,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.75,No,No,Silver,0,Dell
Dell,5.0,inspiron 15 3515,inspiron,52890.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.8,No,No,Silver,0,Dell
Acer,5.0,aspire lite al1551,aspire,31800.0,Economy,Everyday Use,Intel,Dual Core,4.0,Windows,LPDDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.59,No,No,Steel Grey,0,Acer
Dell,4.7,inspiron 15 3515,inspiron,38307.0,Economy,Everyday Use,AMD,Dual Core,3.4,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.8,No,No,Silver,0,Dell
Dell,4.5,inspiron 15 3511,inspiron,37143.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Black,0,Dell
Dell,4.4,inspiron 15 3525,inspiron,38900.0,Economy,Everyday Use,AMD,Quad Core,2.7,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.68,No,No,Silver,0,Dell
Acer,2.6,extensa ex21531,extensa,27990.0,Budget,Everyday Use,Intel,Quad Core,3.1,Windows,DDR4,4,Intel,15.6,1920,1080,141.21,1.78,1.9,No,No,Black,0,Acer
HP,5.1,pavilion x360 14ek0183tu,pavilion,53490.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.51,Yes,No,Silver,0,HP
Lenovo,5.2,thinkpad e15,thinkpad,72000.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Black,0,Lenovo
HP,3.4,pavilion 15eg2017tu,pavilion,45990.0,Economy,Everyday Use,Intel,Hexa Core,0.8,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.75,No,No,Silver,0,HP
Asus,9.4,vivobook pro 14 oled m3400qa,vivobook,69990.0,Mid-Range,Gaming,AMD,Octa Core,4.7,Windows,M3,16,AMD,14.0,2880,1800,242.59,1.6,1.4,No,No,Solar Silver,0,Asus
Dell,5.6,g155515,g155515,74990.0,Mid-Range,Everyday Use,AMD,Hexa Core,3.3,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.57,No,No,Grey,0,Dell
Lenovo,7.0,ideapad slim 5 14iah8,ideapad,61990.0,Mid-Range,Ultrabook,Intel,Hexa Core,2.0,Windows,LPDDR5,16,Intel,14.0,1920,1200,161.73,1.6,1.46,No,No,Grey,0,Lenovo
Acer,6.0,predator helios 300 ph31555,predator,139999.0,Luxury,Gaming,Intel,Deca Core,4.0,Windows,DDR5,16,NVIDIA,15.6,2560,1440,188.28,1.78,2.6,No,No,Black,0,Acer
Acer,5.2,aspire 5 a51556,aspire,48999.0,Economy,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.65,No,No,Silver,0,Acer
Lenovo,4.3,thinkbook 15 gen 3,thinkbook,41990.0,Economy,Everyday Use,AMD,Quad Core,2.6,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
HP,8.7,pavilion 15eg3036tu,pavilion,87099.0,Mid-Range,Everyday Use,Intel,Deca Core,3.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.74,No,Yes,Silver,0,HP
Lenovo,4.5,ideapad flex 5 14itl05,ideapad,52990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.5,Yes,No,Grey,0,Lenovo
MSI,9.4,gf63 thin 12ve,gf63,85990.0,Mid-Range,Gaming,Intel,Octa Core,4.7,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.86,No,No,Black,0,MSI
Asus,9.1,vivobook 16x m1603qa,vivobook,57990.0,Economy,Gaming,AMD,Octa Core,4.2,Windows,DDR4,16,AMD,16.0,1920,1080,137.68,1.78,1.8,No,Yes,Blue,0,Asus
Dell,7.6,g155520,g155520,69700.0,Mid-Range,Everyday Use,Intel,Hexa Core,3.3,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.57,No,No,Grey,0,Dell
Asus,5.2,vivobook flip 14 tp470ea,vivobook,62100.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,LPDDR4X,8,Intel,14.0,1920,1080,157.35,1.78,1.5,Yes,No,Black,0,Asus
HP,7.0,pavilion 14ec0033au,pavilion,49990.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Windows,DDR4,16,AMD,14.0,1920,1080,157.35,1.78,1.41,No,Yes,Grey,0,HP
HP,4.2,15fc0025au,15fc0025au,36499.0,Economy,Everyday Use,AMD,Quad Core,2.4,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.75,No,Yes,Silver,0,HP
Apple,5.2,macbook pro mv972hna ultrabook,macbook,162990.0,Luxury,Business,Intel,Quad Core,2.4,Macos,LPDDR3,8,Intel,13.3,2560,1600,226.98,1.6,1.37,No,No,Grey,0,Apple
Other,5.1,pro series z zebnbc 3s,pro,31990.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.76,No,No,Space Gray,0,Zebronics
Lenovo,7.2,ideapad 5 pro 14itl6,ideapad,79890.0,Mid-Range,Ultrabook,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,14.0,2240,1440,190.21,1.56,1.38,No,Yes,Grey,0,Lenovo
Asus,7.2,vivobook 15 x1502za,vivobook,50990.0,Economy,Everyday Use,Intel,Hexa Core,2.5,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.7,No,No,Blue,0,Asus
Asus,8.1,vivobook 15 x1502za,vivobook,59900.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.92,No,No,Silver,0,Asus
Acer,9.4,nitro 5 an51558,nitro,104990.0,Premium,Gaming,Intel,Octa Core,4.7,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.6,No,No,Black,0,Acer
Asus,4.5,vivobook 14 x415ea,vivobook,38990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.55,No,Yes,Silver,0,Asus
HP,5.0,14sfq0526au,14sfq0526au,41279.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,14.0,1920,1080,157.35,1.78,1.47,No,No,Silver,0,HP
Asus,5.4,vivobook 16 x1605vab,vivobook,39990.0,Economy,Everyday Use,Intel,Dual Core,4.7,Windows,DDR4,8,Intel,16.0,1920,1200,141.51,1.6,1.88,No,Yes,Blue,0,Asus
Lenovo,5.0,v15,v15,34990.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Gray,0,Lenovo
Lenovo,8.2,loq 15irh8,loq,100190.0,Premium,Everyday Use,Intel,Octa Core,2.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,Yes,Grey,0,Lenovo
Lenovo,7.6,yoga slim 7i pro 14ihu5,yoga,62500.0,Mid-Range,Ultrabook,Intel,Quad Core,3.1,Windows,LPDDR4X,16,Intel,14.0,2880,1800,242.59,1.6,1.3,No,Yes,Grey,0,Lenovo
Lenovo,7.0,ideapad gaming 3 15iah7,ideapad,67990.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.0,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.32,No,Yes,Grey,0,Lenovo
HP,3.6,14sdr3003tu,14sdr3003tu,28990.0,Budget,Everyday Use,Intel,Quad Core,3.3,Windows,DDR4,8,Intel,14.0,1366,768,111.94,1.78,1.47,No,No,Silver,0,HP
HP,7.2,envy x360 intel evo 13bf0121tu,envy,77500.0,Mid-Range,Ultrabook,Intel,Deca Core,2.4,Windows,LPDDR4X,16,Intel,13.4,1920,1200,168.97,1.6,1.32,Yes,No,Silver,0,HP
Lenovo,4.6,thinkpad e14,thinkpad,67990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.59,No,Yes,Black,0,Lenovo
Lenovo,7.6,thinkpad e14 gen 4,thinkpad,85000.0,Mid-Range,Everyday Use,Intel,Deca Core,3.3,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.59,No,Yes,Black,0,Lenovo
Dell,4.5,inspiron 15 3511,inspiron,45400.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Black,0,Dell
Other,9.4,uhx 4zr1k06212,uhx,79990.0,Mid-Range,Ultrabook,Intel,Deca Core,4.7,Windows,LPDDR4X,16,Intel,13.3,1920,1080,165.63,1.78,1.0,No,No,White,0,Fujitsu
Asus,8.5,vivobook s14 oled intel evo s3402za,vivobook,80990.0,Mid-Range,Everyday Use,Intel,Deca Core,3.0,Windows,DDR4,16,Intel,14.0,2880,1800,242.59,1.6,1.5,No,No,Black,0,Asus
Other,8.4,uhx intel evo 4zr1j37875,uhx,89990.0,Mid-Range,Ultrabook,Intel,Deca Core,4.7,Windows,LPDDR4X,16,Intel,13.3,1920,1080,165.63,1.78,0.878,No,No,Black,0,Fujitsu
Other,9.4,uhx intel evo 4zr1j37876,uhx,99990.0,Premium,Ultrabook,Intel,Deca Core,4.7,Windows,LPDDR4X,16,Intel,13.3,1920,1080,165.63,1.78,0.878,No,No,Black,0,Fujitsu
Other,8.4,uhx 4zr1f38024,uhx,83590.0,Mid-Range,Ultrabook,Intel,Quad Core,2.8,Windows,LPDDR4,16,Intel,13.3,1920,1080,165.63,1.78,1.0,No,Yes,Black,0,Fujitsu
Other,8.2,pro series z zebnbc 5s,pro,50990.0,Economy,Everyday Use,Intel,Deca Core,2.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.76,No,No,Blue,0,Zebronics
Other,8.2,pro series z zebnbc 5s,pro,52990.0,Economy,Everyday Use,Intel,Deca Core,2.4,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.76,No,No,Blue,0,Zebronics
MSI,8.4,modern 14 c13m,modern,53990.0,Economy,Everyday Use,Intel,Deca Core,4.7,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.4,No,No,Black,0,MSI
HP,6.1,victus 15fb0121ax,victus,50499.0,Economy,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.29,No,Yes,Silver,0,HP
Dell,7.3,inspiron 15 5518,inspiron,74999.0,Mid-Range,Everyday Use,Intel,Quad Core,2.6,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.65,No,Yes,Silver,0,Dell
Dell,7.3,inspiron 15 5518,inspiron,76990.0,Mid-Range,Everyday Use,Intel,Quad Core,2.6,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.64,No,No,Silver,0,Dell
Dell,5.2,inspiron 14 5410,inspiron,75100.0,Mid-Range,Everyday Use,Intel,Quad Core,2.5,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.5,Yes,No,Silver,0,Dell
Lenovo,7.6,ideapad gaming 3 15arh7,ideapad,76190.0,Mid-Range,Everyday Use,AMD,Hexa Core,3.3,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.32,No,No,Grey,0,Lenovo
Asus,5.1,vivobook ultra k15 k513ea,vivobook,48500.0,Economy,Everyday Use,Intel,Dual Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Silver,0,Asus
Dell,4.5,inspiron 15 3511,inspiron,40625.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,Yes,Black,0,Dell
Lenovo,7.9,ideapad slim 5 gen 6,ideapad,53890.0,Economy,Everyday Use,AMD,Octa Core,1.8,Windows,DDR4,16,AMD,15.6,1920,1080,141.21,1.78,1.39,No,Yes,Grey,0,Lenovo
Dell,4.5,inspiron 15 3511,inspiron,42500.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Silver,0,Dell
Asus,9.4,vivobook s14 oled intel evo s3402za,vivobook,80990.0,Mid-Range,Everyday Use,Intel,Octa Core,4.7,Windows,DDR4,16,Intel,14.0,2880,1800,242.59,1.6,1.5,No,No,Grey,0,Asus
Dell,8.4,inspiron 14 5410,inspiron,77999.0,Mid-Range,Everyday Use,Intel,Quad Core,4.7,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.5,Yes,No,Silver,0,Dell
Acer,6.1,swift 5 sf51455ta intel evo,swift,71480.0,Mid-Range,Ultrabook,Intel,Quad Core,4.2,Windows,LPDDR4X,8,Intel,14.0,1920,1080,157.35,1.78,1.05,No,No,Black,0,Acer
Lenovo,4.2,ideapad slim 1 15amn7,ideapad,33990.0,Economy,Everyday Use,AMD,Quad Core,2.4,Windows,LPDDR5,8,AMD,15.6,1920,1080,141.21,1.78,1.58,No,Yes,Grey,0,Lenovo
Lenovo,1.6,v15,v15,30990.0,Economy,Personal,Intel,Dual Core,1.1,Windows,DDR4,4,Intel,15.0,1920,1080,146.86,1.78,1.85,No,Yes,Grey,0,Lenovo
Dell,8.1,inspiron 15 3520,inspiron,50990.0,Economy,Everyday Use,Intel,Deca Core,4.2,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.65,No,Yes,Silver,0,Dell
Lenovo,5.0,ideapad 5 15alc05,ideapad,39890.0,Economy,Everyday Use,AMD,Hexa Core,2.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.66,No,Yes,Grey,0,Lenovo
Asus,3.9,vivobook go 14 e1404ga,vivobook,39990.0,Economy,Everyday Use,Intel,Octa Core,1.8,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.38,No,Yes,Green,0,Asus
Dell,5.4,inspiron 14 7420,inspiron,62399.0,Mid-Range,Everyday Use,Intel,Hexa Core,4.7,Windows,DDR4,8,Intel,14.0,1920,1200,161.73,1.6,1.57,Yes,No,Silver,0,Dell
HP,5.0,245 g8,245,33999.0,Economy,Everyday Use,AMD,Quad Core,2.1,Windows,DDR4,8,AMD,14.0,1366,768,111.94,1.78,1.5,No,Yes,Black,0,HP
HP,5.0,pavilion x360 14dy0208tu,pavilion,64207.0,Mid-Range,Everyday Use,Intel,Quad Core,4.0,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.52,Yes,No,Spruce Blue,0,HP
MSI,7.4,katana gf66 12uc,katana,84990.0,Mid-Range,Everyday Use,Intel,Octa Core,4.7,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.25,No,No,Black,0,MSI
HP,6.1,probook 440 g8,probook,50990.0,Economy,Everyday Use,Intel,Quad Core,4.2,Windows,DDR4,8,Intel,14.0,1366,768,111.94,1.78,1.38,No,Yes,Silver,0,HP
Asus,5.3,vivobook 16 x1605va,vivobook,74990.0,Mid-Range,Everyday Use,Intel,Deca Core,2.6,Windows,DDR4,16,Intel,16.0,1920,1200,141.51,1.6,1.88,No,Yes,Black,0,Asus
Asus,5.3,vivobook 16 x1605va,vivobook,79990.0,Mid-Range,Everyday Use,Intel,Deca Core,2.6,Windows,DDR4,16,Intel,16.0,1920,1080,137.68,1.78,1.88,No,Yes,Silver,0,Asus
MSI,4.5,modern 15 b11m,modern,34990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.6,No,No,Black,0,MSI
HP,4.3,247 g8,247,26399.0,Budget,Everyday Use,AMD,Dual Core,2.6,Dos,DDR4,8,AMD,14.0,1366,768,111.94,1.78,1.47,No,No,Black,0,HP
Dell,5.0,inspiron 15,inspiron,35990.0,Economy,Everyday Use,Intel,Dual Core,4.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.85,No,Yes,Black,0,Dell
Dell,3.6,vostro 14 3401,vostro,38700.0,Economy,Everyday Use,Intel,Dual Core,1.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.58,No,Yes,Dune,0,Dell
Asus,8.1,vivobook pro 14 oled k3400pa,vivobook,72499.0,Mid-Range,Ultrabook,Intel,Quad Core,4.2,Windows,DDR4,16,Intel,14.0,2880,1800,242.59,1.6,1.4,No,No,Silver,0,Asus
Asus,2.6,vivobook go 14 e410ka,vivobook,36990.0,Economy,Everyday Use,Intel,Dual Core,1.1,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.3,No,Yes,Star Black,0,Asus
Asus,6.6,vivobook 14 x1404va,vivobook,57990.0,Economy,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Silver,0,Asus
Asus,4.6,vivobook 14 x1404va,vivobook,59990.0,Economy,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Blue,0,Asus
Asus,8.4,vivobook 14 x1404va,vivobook,58990.0,Economy,Everyday Use,Intel,Deca Core,4.7,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Blue,0,Asus
Asus,6.4,vivobook 14 x1404va,vivobook,59990.0,Economy,Everyday Use,Intel,Deca Core,4.7,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,Yes,Silver,0,Asus
Asus,5.9,rog strix g15 g513qc,rog,87990.0,Mid-Range,Everyday Use,AMD,Hexa Core,3.8,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.1,No,Yes,Grey,0,Asus
Lenovo,7.2,yoga slim 7 intel evo,yoga,75000.0,Mid-Range,Ultrabook,Intel,Quad Core,2.4,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.36,No,Yes,Grey,0,Lenovo
Lenovo,4.2,ideapad slim 3 15amn8,ideapad,34000.0,Economy,Everyday Use,AMD,Quad Core,2.4,Windows,LPDDR5,8,AMD,15.6,1920,1080,141.21,1.78,1.62,No,Yes,Grey,0,Lenovo
Lenovo,4.6,thinkbook 15,thinkbook,54530.0,Economy,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Lenovo,4.3,v15,v15,28490.0,Budget,Everyday Use,AMD,Quad Core,2.6,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Lenovo,2.5,v15,v15,34999.0,Economy,Personal,Intel,Quad Core,1.0,Windows,DDR4,4,Intel,15.6,1366,768,100.45,1.78,2.2,No,No,Grey,0,Lenovo
Acer,2.6,one 11 z8284,one,16990.0,Budget,Everyday Use,Intel,Dual Core,1.1,Windows,DDR4,8,Intel,11.6,1366,768,135.09,1.78,1.1,No,Yes,Deep Blue,0,Acer
MSI,9.4,modern 14 c13m,modern,63990.0,Mid-Range,Ultrabook,Intel,Deca Core,4.8,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.4,No,No,Black,0,MSI
Asus,3.0,vivobook x509fa,vivobook,34250.0,Economy,Everyday Use,Intel,Dual Core,2.1,Windows,DDR4,4,Intel,15.6,1920,1080,141.21,1.78,1.9,No,Yes,Silver,0,Asus
Asus,5.2,vivobook pro 16 oled k6602hc,vivobook,99990.0,Premium,Everyday Use,Intel,Octa Core,2.5,Windows,DDR4,16,NVIDIA,16.0,1920,1200,141.51,1.6,1.9,No,No,Silver,0,Asus
Lenovo,7.0,ideapad flex 5 gen 7,ideapad,67990.0,Mid-Range,Everyday Use,AMD,Hexa Core,2.1,Windows,LPDDR4X,16,AMD,14.0,1920,1200,161.73,1.6,1.55,Yes,No,Grey,0,Lenovo
Lenovo,6.1,thinkpad e15,thinkpad,64990.0,Mid-Range,Everyday Use,Intel,Deca Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Black,0,Lenovo
Infinix,7.2,zero book zl12,zero,48990.0,Economy,Everyday Use,Intel,Hexa Core,2.5,Windows,LPDDR5,16,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Grey With Meteorite Phase Design,0,Infinix
Lenovo,3.5,thinkpad e15,thinkpad,51999.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,4,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Black,0,Lenovo
Asus,5.2,vivobook gaming f571gt,vivobook,72250.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,NVIDIA,15.0,1920,1080,146.86,1.78,2.14,No,Yes,Black,0,Asus
Asus,8.1,vivobook go 15 oled e1504fa,vivobook,55300.0,Economy,Everyday Use,AMD,Quad Core,4.2,Windows,LPDDR5,16,AMD,15.6,1920,1080,141.21,1.78,1.63,No,No,Black,0,Asus
Acer,2.7,extensa ex21531,extensa,23200.0,Budget,Everyday Use,Intel,Quad Core,3.4,Windows,DDR4,4,Intel,15.6,1920,1080,141.21,1.78,1.9,No,No,Black,0,Acer
Acer,8.4,travelmate p2 tmp21453,travelmate,49990.0,Economy,Everyday Use,Intel,Quad Core,2.8,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.6,No,No,Black,0,Acer
Acer,8.4,travelmate p2 tmp21453,travelmate,45990.0,Economy,Everyday Use,Intel,Quad Core,2.8,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.6,No,No,Black,0,Acer
MSI,8.1,gf63 thin 11ucx,gf63,44990.0,Economy,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.86,No,No,Black,0,MSI
