Name,Price,Performance,Design,Storage,Battery
Acer One 14 Z8-415 (UN.599SI.020) Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.34,990","Core i5 11th Gen
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.49 Kg, 21.6 mm thick",512 GB SSD,"Li-Ion
2 Cell"
HP 15-fc0026AU (7L030PA) Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11),"Rs.34,990","AMD Quad Core Ryzen 3
2.4 Ghz
8 GB LPDDR5 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.75 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15s-fq5007TU (67V50PA) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.35,990","Core i3 12th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.69 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
10.45 Hrs"
Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.006) Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11/6 GB),"Rs.112,980","Core i7 13th Gen
16 GB DDR5 RAM
6 GB Graphics","16 inches (40.64 cm)
1920 x 1200 pixels
2.6 Kg, 26.5 mm thick",1 TB SSD,"Li-Ion
4 Cell"
Asus TUF Gaming F17 FX706HF-HX018W Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.57,990","Core i5 11th Gen
2.7 Ghz
8 GB DDR4 RAM
4 GB Graphics","17.3 inches (43.94 cm)
1920 x 1080 pixels
2.60 Kg, 24.8 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15s-fq5112TU (6Q2M3PA) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.62,917","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.69 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
10 Hrs"
Asus TUF Gaming F15 FX506HF-HN076W Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.52,990","Core i5 11th Gen
2.9 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.30 Kg, 22.8 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15s-fq5330TU (9D3P0PA) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.50,990","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.69 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Samsung Galaxy Book 2 NP750XED-KC1IN 15.6 Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.49,900","Core i5 12th Gen
4.2 Ghz
8 GB LPDDR4X RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.81 Kg, 18.5 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Asus VivoBook 15 X1502ZA-EJ993WS Laptop (Core i3 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.36,990","Core i3 12th Gen
1.2 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus TUF Gaming F15 FX506HF-HN075W Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.48,990","Core i5 11th Gen
2.9 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.30 Kg, 22.8 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP Pavilion 14-dv2014TU (6K9C3PA) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.61,990","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.41 Kg, 17 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP Pavilion 14-dv2153TU (8Y2S3PA) Laptop (Core i5 12th Gen/16 GB/1 TB SSD/Windows 11),"Rs.69,999","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.41 Kg, 17 mm thick",1 TB SSD,"Li-Ion
3 Cell"
HP 14s-dy5005TU Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.54,990","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.41 Kg, 18 mm thick
Touch Screen",512 GB SSD,"Li-Ion
3 Cell"
MSI GF63 Thin 11SC-1493IN Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.46,990","Core i5 11th Gen
4.2 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.86 Kg, 21.7 mm thick",512 GB SSD,N/A
Asus VivoBook 15 X515EA-EJ522WS Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.44,990","Core i5 11th Gen
2.4 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Asus VivoBook 15 X515EA-EJ322WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.33,990","Core i3 11th Gen
3.0 Ghz
8 GB RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 23 mm thick",512 GB SSD,"Li-Ion
2 Cell
5 Hrs"
Asus VivoBook 14 X1400EA-EK543WS Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.44,990","Core i5 11th Gen
2.4 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.60 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
HP 14s-dy2508TU (6X360PA) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.37,499","Core i3 11th Gen
1.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.41 Kg, 17 mm thick",512 GB SSD,"Li-Ion
3 Cell
9.45 Hrs"
Infinix INBook Y1 Plus XL28 Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 11),"Rs.25,990","Core i5 10th Gen
3.4 Ghz
8 GB LPDDR4X RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.76 Kg, 18.2 mm thick",512 GB SSD,"Li-Ion
11 Hrs"
Acer One 14 Z8-415 (UN.599SI.018) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.36,999","Core i5 11th Gen
2.5 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.49 Kg, 21.6 mm thick",512 GB SSD,"Li-Ion
2 Cell"
HP 15s-eq1580AU (834S2PA) Laptop (AMD Dual Core Ryzen 3/8 GB/512 GB SSD/Windows 11),"Rs.30,400","AMD Dual Core Ryzen 3
2.6 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.7 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
7 Hrs"
Wings Nuvobook V1 Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.30,990","Core i5 11th Gen
2.5 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1020 pixels
1.60 Kg, 18.4 mm thick",512 GB SSD,"Li-Ion
10 Hrs"
Lenovo Ideapad Slim 1 15ALC7 (82R400ERIN) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11),"Rs.40,990","AMD Hexa Core Ryzen 5
2.1 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
9 Hrs"
Lenovo Ideapad Slim 3 (82KU017KIN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11),"Rs.36,510","AMD Hexa Core Ryzen 5
4.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 20 mm thick",512 GB SSD,"Li-Po
3 Cell
11 Hrs"
Tecno MEGABOOK T1 Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.47,999","Core i5 11th Gen
4.7 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.48 Kg, 77 mm thick",512 GB SSD,"Li-Ion
17.5 Hrs"
Acer Aspire 7 A715-76G (NH.QMYSI.001) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.48,990","Core i5 12th Gen
3.3 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.1 Kg, 19.9 mm thick",512 GB SSD,N/A
Lenovo Ideapad Slim 3 15ITL6 (82H803LKIN) Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.40,990","Core i5 11th Gen
2.5 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
7 Hrs"
Dell Vostro 3420 (293420GT2FWO2MC2IN) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.48,990","Core i5 12th Gen
3.3 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.48 Kg, 23 mm thick",512 GB SSD,"Li-Ion
7 Hrs"
HP 15s-fy5007TU (91R03PA) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.55,490","Core i5 12th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.69 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
7.30 Hrs"
Asus VivoBook 15 X1502ZA-EJ381WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.37,990","Core i3 12th Gen
1.1 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 20 mm thick",512 GB SSD,"Li-Ion
3 Cell
8 Hrs"
Acer Nitro V ANV15-51 (UN.QN8SI.001) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11/6 GB),"Rs.76,991","Core i5 13th Gen
16 GB DDR5 RAM
6 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.1 Kg, 23.5 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Infinix INBook X3 Slim XL422 Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.36,990","Core i5 12th Gen
1.3 Ghz
16 GB LPDDR4X RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.24 Kg, 14.8 mm thick",512 GB SSD,"Li-Ion
11 Hrs"
Asus Vivobook 16X M1603QA-MB501WS Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11),"Rs.45,990","AMD Hexa Core Ryzen 5
4.2 Ghz
8 GB DDR4 RAM","16 inches (40.64 cm)
1920 x 1200 pixels
1.88 Kg, 20 mm thick",512 GB SSD,"Li-Ion
3 Cell
8 Hrs"
Lenovo Yoga Slim 6i 14IAP8 (82WU0095IN) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.64,990","Core i5 12th Gen
1.2 Ghz
16 GB LPDDR5 RAM","14 inches (35.56 cm)
2240 x 1400 pixels
1.35 Kg, 14.9 mm thick",512 GB SSD,"Li-Ion
4 Cell
8 Hrs"
Apple MacBook Air M3 MRXV3HN/A Ultrabook (Apple M3/8 GB/256 GB SSD/macOS Sonoma),"Rs.114,900","Apple M3
8 GB RAM","13.6 inches (34.54 cm)
2560 x 1664 pixels
1.24 Kg, 11.3 mm thick",256 GB SSD,"Li-Po
18 Hrs"
Acer One 14 Z2-493 (UN.431SI.146) Laptop (AMD Dual Core Ryzen 3/8 GB/256 GB SSD/Windows 11),"Rs.28,990","AMD Dual Core Ryzen 3
2.6 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.5 Kg, 20.9 mm thick",256 GB SSD,"Li-Ion
3 Cell"
Lenovo Ideapad 3 15ITL6 (82H801L7IN) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.33,900","Core i3 11th Gen
4.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 19.9 mm thick",512 GB SSD,"Li-Po
3 Cell
12 Hrs"
HP Pavilion 15-eh2024AU (681Y8PA) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11),"Rs.58,790","AMD Hexa Core Ryzen 5
4.2 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.75 Kg, 17 mm thick",512 GB SSD,"Li-Ion
3 Cell
9.30 Hrs"
HP 245 G8 (689T3PA) Laptop (AMD Dual Core Ryzen 3/8 GB/512 GB SSD/Windows 11),"Rs.26,990","AMD Dual Core Ryzen 3
2.6 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.47 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
4 Hrs"
MSI GF63 Thin 11SC-1477IN Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.42,990","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 80 mm thick",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
HP Chromebook 15a-na0008TU (72K10PA) Laptop (Intel Celeron Dual Core/4 GB/128 GB eMMC/Google Chrome),"Rs.20,990","Intel Celeron Dual Core
2.8 Ghz
4 GB LPDDR4X RAM","15.6 inches (39.62 cm)
1366 x 768 pixels
1.69 Kg, 18.1 mm thick","Li-Ion
2 Cell",N/A
Lenovo Ideapad Slim 5 14IMH9 (83DA0049IN) Laptop (Core Ultra 5/16 GB/1 TB SSD/Windows 11),"Rs.80,990","Core Ultra 5
4.2 Ghz
16 GB LPDDR5X RAM","14 inches (35.56 cm)
1920 x 1200 pixels
1.46 Kg, 17.9 mm thick",1 TB SSD,"Li-Ion
3 Cell
5 Hrs"
HP 14s-fy1005AU (6Y6R8PA) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11),"Rs.60,990","AMD Octa Core Ryzen 7
4.2 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.46 Kg, 18 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus TUF Gaming F15 FX506HE-HN385WS Laptop (Core i7 11th Gen/16 GB/1 TB SSD/Windows 11/4 GB),"Rs.78,700","Core i7 11th Gen
2.3 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.30 Kg, 10.3 mm thick",1 TB SSD,"Li-Ion
4 Cell
6 Hrs"
Acer Aspire 7 A715-76G (UN.QMESI.004) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.54,800","Core i5 12th Gen
3.3 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.1 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 14s- dq3032tu (637S3PA) Laptop (Celeron Dual Core/8 GB/256 GB SSD/Windows 11),"Rs.28,990","Celeron Dual Core
2.8 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.46 Kg, 22 mm thick",256 GB SSD,"Li-Ion
3 Cell
12 Hrs"
Asus Notebook 12 BR1100CKA-GJ0722W Laptop (Intel Celeron Dual Core/4 GB/128 GB SSD/Windows 11),"Rs.24,999","Intel Celeron Dual Core
2.8 Ghz
4 GB DDR4 RAM","11.6 inches (29.46 cm)
1366 x 768 pixels
1.26 Kg, 20 mm thick",128 GB SSD,"Li-Ion
3 Cell"
Infinix INBook Y4 Max YL613 Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.43,990","Core i5 13th Gen
1.3 Ghz
16 GB LPDDR4X RAM","16 inches (40.64 cm)
1920 x 1200 pixels
1.78 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
8 Hrs"
Dell G15-5520 (D560822WIN9B) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.71,500","Core i5 12th Gen
3.3 Ghz
16 GB DDR5 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.57 Kg, 26.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
10 Hrs"
Asus VivoBook 15 X1500EA-EJ3379WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.32,940","Core i3 11th Gen
4.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 20 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
HP Chromebook 14a-na0140nr (4A4Z4UA) Laptop (Intel Celeron Dual Core/4 GB/32 GB eMMC/Google Chrome),"Rs.43,580","Intel Celeron Dual Core
1.1 Ghz
4 GB LPDDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.46 Kg, 17.9 mm thick
Touch Screen","Li-Ion
2 Cell
14 Hrs",N/A
Asus VivoBook 15 X515JA-BQ322WS Laptop (Core i3 10th Gen/8 GB/512 GB SSD/Windows 11),"Rs.32,200","Core i3 10th Gen
1.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
2 Cell"
Asus TUF Gaming A15 FA577RM-HF031WS Laptop (AMD Octa Core Ryzen 7/16 GB/1 TB SSD/Windows 11/6 GB),"Rs.107,850","AMD Octa Core Ryzen 7
4.7 Ghz
16 GB DDR5 RAM
6 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.20 Kg, 10.2 mm thick",1 TB SSD,"Li-Ion
4 Cell"
Dell Inspiron 15 3511 (D560656WIN9S) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.41,000","Core i3 11th Gen
3.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.8 Kg, 19 mm thick",512 GB SSD,"Li-Ion
3 Cell
7 Hrs"
HP 14s-dq3037TU (681Y5PA) Laptop (Intel Celeron Dual Core/8 GB/256 GB SSD/Windows 11),"Rs.28,990","Intel Celeron Dual Core
2.8 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.46 Kg, 18 mm thick",256 GB SSD,"Li-Ion
3 Cell"
Reliance JioBook (NB1112MM) Laptop (MediaTek Octa Core/4 GB/64 GB eMMC/Jio OS),"Rs.15,499","MediaTek Octa Core
2.0 Ghz
4 GB LPDDR4 RAM","11.6 inches (29.46 cm)
1366 x 768 pixels
1 Kg, 80 mm thick","Li-Ion
2 Cell
8 Hrs",N/A
Asus Zenbook 14X OLED UX5401ZA-KM541WS Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.66,000","Core i5 12th Gen
16 GB LPDDR5 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.40 Kg, 73 mm thick
Touch Screen",512 GB SSD,"Li-Ion
3 Cell"
Asus VivoBook 15 X515JA-EJ301T Laptop (Core i3 10th Gen/4 GB/1 TB/Windows 10),"Rs.35,989","Core i3 10th Gen
1.2 Ghz
4 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.8 Kg, 19.9 mm thick","1 TB HDD
SATA
5400 RPM","Li-Po
2 Cell"
Lenovo IdeaPad Flex 5 14ABR8 (82XX007KIN) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11),"Rs.63,600","AMD Hexa Core Ryzen 5
2.0 Ghz
16 GB LPDDR4X RAM","14 inches (35.56 cm)
1920 x 1200 pixels
1.55 Kg, 71 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
10 Hrs"
Acer Aspire 3 A315-510P (NX.KDHSI.001) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.32,700","Core i3 12th Gen
3.4 Ghz
8 GB LPDDR5 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.7 Kg, 18.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus VivoBook 15 X1502VA-NJ542WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.64,990","Core i5 13th Gen
2.6 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 67 mm thick",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
Asus Chromebook Flip C214MA-BU0704 Laptop (Intel Celeron Dual Core/4 GB/32 GB eMMC/Google Chrome),"Rs.29,431","Intel Celeron Dual Core
1.1 Ghz
4 GB LPDDR4 RAM","11.6 inches (29.46 cm)
1366 x 768 pixels
1.20 Kg, 20.1 mm thick
2-in-1, Touch Screen","Li-Ion
3 Cell",N/A
Infinix INBook X1 Slim XL21 Laptop (Core i3 10th Gen/8 GB/512 GB SSD/Windows 11/128 MB),"Rs.29,990","Core i3 10th Gen
3.4 Ghz
8 GB LPDDR4X RAM
128 MB Graphics","14 inches (35.56 cm)
1920 x 1080 pixels
1.24 Kg, 14.8 mm thick",512 GB SSD,"Li-Ion
11 Hrs"
Asus VivoBook 14 X415JA-BV302WS Laptop (Core i3 10th Gen/8 GB/1 TB/Windows 11),"Rs.29,990","Core i3 10th Gen
1.2 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.60 Kg, 20 mm thick",1 TB HDD,"Li-Ion
2 Cell
6 Hrs"
Infinix Zero Book 13 ZL513 Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.59,990","Core i7 13th Gen
4.8 Ghz
16 GB LPDDR5X RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 16.9 mm thick",512 GB SSD,13 Hrs
Lenovo LOQ 15APH8 (82XT004JIN) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/6 GB),"Rs.83,990","AMD Octa Core Ryzen 7
3.4 Ghz
16 GB DDR5 RAM
6 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.4 Kg, 22.1 mm thick",512 GB SSD,"Li-Ion
9.5 Hrs"
Asus Vivobook K15 OLED KM513UA-L503WS Laptop (AMD Hexa Core Ryzen 5/8 GB/1 TB 256 GB SSD/Windows 11),"Rs.51,990","AMD Hexa Core Ryzen 5
4.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 18.6 mm thick","1 TB HDD
256 GB SSD","Li-Ion
3 Cell"
Dell Inspiron 14 5410 (D560594WIN9S) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.69,749","Core i5 11th Gen
2.5 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.5 Kg, 18.3 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
Lenovo Ideapad Flex 5i (82R70068IN) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.68,860","Core i5 12th Gen
3.3 Ghz
8 GB LPDDR4X RAM","14 inches (35.56 cm)
1920 x 1200 pixels
1.5 Kg, 17.4 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
9 Hrs"
HP Spectre Folio 13-ak0013dx (4TL67UA) Laptop (Core i7 8th Gen/8 GB/256 GB SSD/Windows 10),"Rs.151,818","Core i7 8th Gen
1.5 Ghz
8 GB DDR4 RAM","13.3 inches (33.78 cm)
1920 x 1080 pixels
1.47 Kg, 15.4 mm thick
2-in-1, Touch Screen",256 GB SSD,Li-Ion
Asus TUF Gaming A15 FA506ICB-HN075WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.81,000","AMD Octa Core Ryzen 7
4.2 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.30 Kg, 23 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Dell Inspiron 15 3520 (D560869WIN9B) Laptop (Core i3 12th Gen/8 GB/256 GB SSD/Windows 11),"Rs.33,990","Core i3 12th Gen
1.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 17 mm thick",256 GB SSD,"Li-Ion
3 Cell"
Lenovo Ideapad Gaming 3 15ACH6 (82K201V2IN) Laptop (AMD Octa Core Ryzen 7/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.67,990","AMD Octa Core Ryzen 7
4.2 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg, 24 mm thick",512 GB SSD,"Li-Ion
3 Cell
4.5 Hrs"
Lenovo Legion 5 (82B500BHIN) Laptop (AMD Hexa Core Ryzen 5/8 GB/1 TB 256 GB SSD/Windows 10/4 GB),"Rs.76,500","AMD Hexa Core Ryzen 5
3.0 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.3 Kg, 24 mm thick","1 TB HDD
256 GB SSD
SATA
5400 RPM","Li-Po
7.1 Hrs"
Asus Vivobook K15 OLED KM513UA-L502WS Laptop (AMD Hexa Core Ryzen 5/8 GB/1 TB 256 GB SSD/Windows 11),"Rs.48,490","AMD Hexa Core Ryzen 5
4.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 18.6 mm thick","1 TB HDD
256 GB SSD","Li-Ion
3 Cell"
Asus Chromebook C423NA-BZ0522 Laptop (Celeron Dual Core/4 GB/64 GB SSD/Google Chrome),"Rs.19,490","Celeron Dual Core
1.1 Ghz
4 GB LPDDR4X RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.34 Kg, 16.1 mm thick",64 GB SSD,"Li-Ion
2 Cell"
Lenovo V15 IGL (82C3A00DIH) Laptop (Intel Celeron Dual Core/4 GB/256 GB SSD/Windows 11),"Rs.25,900","Intel Celeron Dual Core
4 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels",256 GB SSD,"Li-Ion
6 Hrs"
Lenovo Ideapad Gaming 3 15IAH7 (82S9014LIN) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.66,990","Core i5 12th Gen
2.0 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.31 Kg, 21.8 mm thick",512 GB SSD,"Li-Ion
4.5 Hrs"
